t_hours,T_degC
8405,16.7
8406,17.2
8407,17.8
8408,18.3
8409,18.9
8410,19.4
8411,18.9
8412,19.4
8413,20
8414,21.1
8415,20
8416,19.4
8417,18.9
8418,18.3
8419,17.8
8420,17.8
8421,17.8
8422,17.8
8423,17.8
8424,17.8
8425,17.2
8426,17.8
8427,17.2
8428,17.2
8429,17.2
8430,17.8
8431,18.3
8432,18.9
8433,21.7
8434,22.2
8435,23.3
8436,23.3
8437,25
8438,25
8439,25
8440,23.9
8441,22.8
8442,22.2
8443,21.1
8444,20
8445,19.4
8446,19.4
8447,18.9
8448,18.3
8449,18.3
8450,17.8
8451,18.3
8452,17.8
8453,17.2
8454,16.7
8455,16.1
8456,15.6
8457,15.6
8458,16.1
8459,18.3
8460,19.4
8461,19.4
8462,19.4
8463,20.6
8464,20
8465,18.9
8466,18.3
8467,17.8
8468,16.7
8469,16.1
8470,15.6
8471,15.6
8472,15
8473,14.4
8474,13.3
8475,12.2
8476,13.3
8477,13.3
8478,11.7
8479,11.1
8480,12.2
8481,12.8
8482,13.3
8483,13.3
8484,13.9
8485,14.4
8486,15
8487,15
8488,14.4
8489,13.9
8490,12.8
8491,11.7
8492,11.1
8493,10.6
8494,10
8495,10
8496,10
8497,10
8498,10
8499,10.6
8500,10.6
8501,11.1
8502,11.7
8503,12.8
8504,15
8505,18.9
8506,20
8507,20
8508,21.7
8509,21.7
8510,21.1
8511,20.6
8512,20
8513,19.4
8514,18.3
8515,18.9
8516,17.8
8517,17.2
8518,18.9
8519,18.9
8520,17.8
8521,18.3
8522,17.8
8523,18.9
8524,18.3
8525,17.8
8526,17.8
8527,19.4
8528,22.2
8529,23.3
8530,24.4
8531,25
8532,25
8533,25
8534,23.9
8535,23.9
8536,22.8
8537,22.8
8538,22.8
8539,22.8
8540,22.8
8541,22.8
8542,22.2
8543,22.8
8544,22.8
8545,22.8
8546,22.2
8547,22.2
8548,22.8
8549,22.8
8550,22.8
8551,23.3
8552,23.9
8553,24.4
8554,25
8555,25
8556,25
8557,25.6
8558,25.6
8559,25
8560,24.4
8561,23.9
8562,23.3
8563,22.8
8564,22.8
8565,22.8
8566,22.8
8567,22.8
8568,22.2
8569,22.2
8570,22.2
8571,22.2
8572,21.7
8573,22.2
8574,21.7
8575,22.2
8576,23.9
8577,25.6
8578,26.7
8579,27.2
8580,26.7
8581,27.2
8582,27.2
8583,26.1
8584,25.6
8585,25.6
8586,24.4
8587,23.9
8588,23
8589,21.1
8590,20.6
8591,19.4
8592,18.3
8593,18.3
8594,17.8
8595,17.2
8596,17.2
8597,17.2
8598,17.2
8599,17.8
8600,18.9
8601,21.1
8602,23.9
8603,25.6
8604,26.7
8605,26.7
8606,26.1
8607,26.1
8608,25
8609,24.4
8610,23.9
8611,23.3
8612,23.3
8613,23.3
8614,23.3
8615,23.9
8616,23.9
8617,23.9
8618,23.9
8619,23.3
8620,22.8
8621,20.6
8622,18.9
8623,18.3
8624,18.3
8625,18.9
8626,20
8627,20
8628,19.4
8629,19.4
8630,19.4
8631,18.3
8632,17.2
8633,15
8634,13.9
8635,13.3
8636,12.8
8637,12.2
8638,11.7
8639,10.6
8640,10.6
8641,10
8642,10
8643,9.4
8644,9.4
8645,8.9
8646,8.9
8647,9.4
8648,11.1
8649,13.3
8650,15
8651,17.8
8652,19.4
8653,20
8654,20.6
8655,20
8656,20
8657,20
8658,18.3
8659,17.8
8660,17.2
8661,16.7
8662,16.7
8663,16.1
8664,15.6
8665,16.1
8666,15.6
8667,15.6
8668,16.1
8669,16.1
8670,18.9
8671,19.4
8672,20
8673,19.4
8674,21.7
8675,21.1
8676,20.6
8677,21.1
8678,20
8679,20
8680,19.4
8681,20
8682,20
8683,19.4
8684,20
8685,20
8686,20
8687,20
8688,19.4
8689,19.4
8690,20
8691,19.4
8692,20
8693,19.4
8694,19.4
8695,20
8696,20.6
8697,18.9
8698,21.1
8699,21.1
8700,21.7
8701,21.7
8702,21.7
8703,21.1
8704,21.1
8705,20.6
8706,19.4
8707,18.9
8708,20
8709,18.9
8710,18.9
8711,20
8712,20.6
8713,19.4
8714,19.4
8715,19.4
8716,18.9
8717,19.4
8718,19.4
8719,19.4
8720,20
8721,21.7
8722,22.2
8723,23.9
8724,25
8725,23.9
8726,22.8
8727,22.8
8728,20.6
8729,20.6
8730,20
8731,21.1
8732,21.1
8733,20.6
8734,20.6
8735,20.6
8736,21.1
8737,21.1
8738,20.6
8739,20.6
8740,21.1
8741,20.6
8742,20.6
8743,20.6
8744,22.8
8745,22.8
8746,20.6
8747,23.9
8748,23.3
8749,24.4
8750,22.8
8751,22.8
8752,21.1
8753,21.1
8754,20.6
8755,21
8756,21
8757,21.7
8758,22
8759,22
